TF  Mapped Protein ontology term IRI
HCFC1	http://purl.obolibrary.org/obo/PR_000008470
HDAC2	http://purl.obolibrary.org/obo/PR_000008481
HEY1	http://purl.obolibrary.org/obo/PR_000008528
HMGN3	http://purl.obolibrary.org/obo/PR_000029547
HNF4A	http://purl.obolibrary.org/obo/PR_000008654
HNF4G	http://purl.obolibrary.org/obo/PR_000008655
HSF1	http://purl.obolibrary.org/obo/PR_000008790
IKZF1	http://purl.obolibrary.org/obo/PR_000001811
Ini1	http://purl.obolibrary.org/obo/PR_000015262
IRF1	http://purl.obolibrary.org/obo/PR_000002043
IRF3	http://purl.obolibrary.org/obo/PR_000002045
IRF4	http://purl.obolibrary.org/obo/PR_000002046
JunD	http://purl.obolibrary.org/obo/PR_000009234
KAP1 (TRIM28)	http://purl.obolibrary.org/obo/PR_000016652
MafF	http://purl.obolibrary.org/obo/PR_000010049
MafK	http://purl.obolibrary.org/obo/PR_000010051
Max	http://purl.obolibrary.org/obo/PR_000010211
MAZ	http://purl.obolibrary.org/obo/PR_000010212
MBD4	http://purl.obolibrary.org/obo/PR_000010218
MEF2A	http://purl.obolibrary.org/obo/PR_000010309
MEF2C	http://purl.obolibrary.org/obo/PR_000010311
MTA3	http://purl.obolibrary.org/obo/PR_000010709
Mxi1	http://purl.obolibrary.org/obo/PR_000010793
MYBL2	http://purl.obolibrary.org/obo/PR_000010802
NANOG	http://purl.obolibrary.org/obo/PR_000010968
NELFe	http://purl.obolibrary.org/obo/PR_000013847
NF-E2	http://purl.obolibrary.org/obo/PR_000011168
NF-YA	http://purl.obolibrary.org/obo/PR_000005069
NF-YB	http://purl.obolibrary.org/obo/PR_000014362
NFATC1	http://purl.obolibrary.org/obo/PR_000003113
NFIC	http://purl.obolibrary.org/obo/PR_000011175
NFKB	http://purl.obolibrary.org/obo/GO_0071159
NR2F2	http://purl.obolibrary.org/obo/PR_000011405
Nrf1	http://purl.obolibrary.org/obo/PR_000011422
NRSF	http://purl.obolibrary.org/obo/PR_000013894
p3	http://purl.obolibrary.org/obo/PR_000001350
PAX5-C2	http://purl.obolibrary.org/obo/PR_000001903
PAX5-N19	http://purl.obolibrary.org/obo/PR_000001903
Pbx3	http://purl.obolibrary.org/obo/PR_000012328
PGC1A	http://purl.obolibrary.org/obo/PR_000013059
PML	http://purl.obolibrary.org/obo/PR_000026474
Pol2	http://purl.obolibrary.org/obo/PR_000012969
Pol2-4H8	http://purl.obolibrary.org/obo/PR_000012969
Pol3	http://purl.obolibrary.org/obo/PR_000012965
POU2F2	http://purl.obolibrary.org/obo/PR_000013036
POU5F1	http://purl.obolibrary.org/obo/PR_000013044
PRDM1	http://purl.obolibrary.org/obo/PR_000001831
PU.1	http://purl.obolibrary.org/obo/PR_000001944
Rad21	http://purl.obolibrary.org/obo/PR_000013667
RFX5	http://purl.obolibrary.org/obo/PR_000013927
RPC155	http://purl.obolibrary.org/obo/PR_000013000
RUNX3	http://purl.obolibrary.org/obo/PR_000014365
RXRA	http://purl.obolibrary.org/obo/PR_000014372
SETDB1	http://purl.obolibrary.org/obo/PR_000014724
SIN3A	http://purl.obolibrary.org/obo/PR_000014877
Sin3Ak-2	http://purl.obolibrary.org/obo/PR_000014877
SIRT6	http://purl.obolibrary.org/obo/PR_000014892
SIX5	http://purl.obolibrary.org/obo/PR_000014900
SMC3	http://purl.obolibrary.org/obo/PR_000015272
SP1	http://purl.obolibrary.org/obo/PR_000000133
SP2	http://purl.obolibrary.org/obo/PR_000015440
SP4	http://purl.obolibrary.org/obo/PR_000015442
SPT20	http://purl.obolibrary.org/obo/PR_000031448
SREBP1	http://purl.obolibrary.org/obo/PR_000015611
SREBP2	http://purl.obolibrary.org/obo/PR_000015612
SRF	http://purl.obolibrary.org/obo/PR_000015613
STAT1	http://purl.obolibrary.org/obo/PR_000002087
STAT2	http://purl.obolibrary.org/obo/PR_000002088
STAT3	http://purl.obolibrary.org/obo/PR_000002089
STAT5A	http://purl.obolibrary.org/obo/PR_000002091
SUZ12	http://purl.obolibrary.org/obo/PR_000015848
TAF1	http://purl.obolibrary.org/obo/PR_000016014
TAF7	http://purl.obolibrary.org/obo/PR_000016033
TAL1	http://purl.obolibrary.org/obo/PR_000016043
TBLR1	http://purl.obolibrary.org/obo/PR_000016133
TBP	http://purl.obolibrary.org/obo/PR_000016137
TCF12	http://purl.obolibrary.org/obo/PR_000016176
TCF3	http://purl.obolibrary.org/obo/PR_000016185
TCF7L2	http://purl.obolibrary.org/obo/PR_000016186
TEAD4	http://purl.obolibrary.org/obo/PR_000016221
TFIIIC-11	http://purl.obolibrary.org/obo/PR_000008325
THAP1	http://purl.obolibrary.org/obo/PR_000016303
TR4	http://purl.obolibrary.org/obo/PR_000011400
TRIM28	http://purl.obolibrary.org/obo/PR_000016652
UBF	http://purl.obolibrary.org/obo/PR_000017017
UBTF	http://purl.obolibrary.org/obo/PR_000017017
USF-1 (USF1)	http://purl.obolibrary.org/obo/PR_000017137
USF1	http://purl.obolibrary.org/obo/PR_000017137
USF2	http://purl.obolibrary.org/obo/PR_000017138
WHIP	http://purl.obolibrary.org/obo/PR_000017456
XRCC4	http://purl.obolibrary.org/obo/PR_000017507
YY1	http://purl.obolibrary.org/obo/PR_000017553
ZBTB33	http://purl.obolibrary.org/obo/PR_000017575
ZBTB7A	http://purl.obolibrary.org/obo/PR_000017592
ZC3H11A	http://purl.obolibrary.org/obo/PR_000032504
ZEB1	http://purl.obolibrary.org/obo/PR_000017617
ZKSCAN1	http://purl.obolibrary.org/obo/PR_000017673
ZNF-MIZD-CP1	http://purl.obolibrary.org/obo/PR_000017683
Znf143	http://purl.obolibrary.org/obo/PR_000017716
ZNF217	http://purl.obolibrary.org/obo/PR_000017755
ZNF263	http://purl.obolibrary.org/obo/PR_000017788
ZNF274	http://purl.obolibrary.org/obo/PR_000017795
ZNF384	http://purl.obolibrary.org/obo/PR_000017858
ZZZ3	http://purl.obolibrary.org/obo/PR_000018243
